rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7ovUcF5uHTBRzUpB6ZOmvt","YOASOBI","アイドル","YOASOBI",1,1,3,"4218662"
2,"spotify:track:3RauRsiIxUOQTS8h9sVWcP","SPITZ","美しい鰭","Universal Music LLC",2,3,3,"2014913"
3,"spotify:track:10zz9RZt9DnqcxNWksRNrx","Vaundy","怪獣の花唄","SDR Inc.",1,2,126,"1844129"
4,"spotify:track:49F3htNmwzPKFycPdOrDvf","OFFICIAL HIGE DANDISM","Subtitle","IRORI Records",1,4,29,"1729062"
5,"spotify:track:7M0dIdZWN1FDcveRdoOzbZ","Yuuri","ビリミリオン","Sony Music Labels Inc.",5,5,14,"1393391"
6,"spotify:track:6MXlv5l2I2BRa9pO38dE1a","natori","フライデー・ナイト","Sony Music Labels Inc.",6,6,4,"1339715"
7,"spotify:track:2VBLFxCUyFp5BfmsZpxcis","MAN WITH A MISSION, milet","絆ノ奇跡","Sony Music Labels Inc.",7,32,3,"1320297"
8,"spotify:track:78NUnAsLzE6azxvuPDy9M7","MUKADE, INMAN","君のまま","BTB",4,8,10,"1266697"
9,"spotify:track:4IfrM44LofE9bSs6TDZS49","Tani Yuuki","W / X / Y","Valley Records",1,9,70,"1235821"
10,"spotify:track:7w6NWogvAAFdEhD9MA2uvv","Kenshi Yonezu","LADY","Sony Music Labels Inc.",3,7,6,"1200834"
11,"spotify:track:4QlSFkbRxZWkHDF1MqBaEY","Vaundy","そんなbitterな話","SDR Inc.",8,18,7,"1184196"
12,"spotify:track:36jIu8oPR1Z4cguMuHxUXA","OFFICIAL HIGE DANDISM","TATTOO","IRORI Records",12,-1,1,"1170903"
13,"spotify:track:4JK1kDUdH9RTBQrrSO1QfR","Yuuri","ベテルギウス","Sony Music Labels Inc.",1,17,77,"1170611"
14,"spotify:track:2Dzzhb1oV5ckgOjWZLraIB","natori","Overdose","なとり",2,13,33,"1153614"
15,"spotify:track:4NaaF28BeO9WzjDrSS71Nz","Mrs. GREEN APPLE","ダンスホール","Universal Music LLC",2,15,48,"1134790"
16,"spotify:track:3khEEPRyBeOUabbmOPJzAG","Kenshi Yonezu","KICK BACK","Sony Music Labels Inc.",1,14,29,"1129824"
17,"spotify:track:4iBO3Jg6kSXZHw06db0ds3","Aimyon","愛の花","WM Japan",11,11,3,"1125468"
18,"spotify:track:6zjk7Qbwb9DZ4ykUUoqknh","10-FEET","第ゼロ感","Universal Music LLC",5,10,21,"1120475"
