rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3huSUfmhUr4entz2S0G31O","Mrs. GREEN APPLE","クスシキ","Universal Music LLC",1,1,4,"2606201"
2,"spotify:track:7rPEpMvt6O2Np1i7TFk3Hc","King Gnu","TWILIGHT!!!","Sony Music Labels Inc.",2,5,2,"2452855"
3,"spotify:track:78W4mTLIh4qoLu92W4IQhO","Mrs. GREEN APPLE","ライラック","Universal Music LLC",1,2,55,"2276349"
4,"spotify:track:6FhWelfRDMFZRtFUU6SIdC","sakanaction","怪獣","NF Records",1,3,11,"2021285"
5,"spotify:track:5JTNhYqB0eG0ivgZcBviJ0","HANA","ROSE","Sony Music Labels Inc.",2,4,5,"1883286"
6,"spotify:track:0teqQ0PYqVDyyXJuPOyMhu","Mrs. GREEN APPLE","ケセラセラ","Universal Music LLC",3,7,106,"1684098"
7,"spotify:track:5BC6kr6etk2Y9J62AyI4i3","Mrs. GREEN APPLE","青と夏","Universal Music LLC",2,8,355,"1639193"
8,"spotify:track:62x4EMPyCFF2Ohv7qDjalp","Mrs. GREEN APPLE","ダーリン","Universal Music LLC",2,6,15,"1624435"
9,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,9,41,"1593523"
10,"spotify:track:3YML5IHoqWbw9c9vJJvrvM","Mrs. GREEN APPLE","Soranji","Universal Music LLC",7,10,132,"1482673"
11,"spotify:track:6DYV1GqwCTrvfPcjeFwjLt","Mrs. GREEN APPLE","ビターバカンス","Universal Music LLC",2,13,22,"1361471"
12,"spotify:track:7dTW21YAJxnAOiUh7Rtu9S","Vaundy","怪獣の花唄","SDR Inc.",1,15,231,"1329186"
13,"spotify:track:7Md0Rk4s9khBtVpSD03bWl","Mrs. GREEN APPLE, Sonoko Inoue","点描の唄","Universal Music LLC",9,14,311,"1320946"
14,"spotify:track:5LkmpgQYtwHtuvASgnLBe1","Mrs. GREEN APPLE","ダンスホール","Universal Music LLC",2,18,153,"1312113"
15,"spotify:track:50zAEIE4B1QqhPjRMK2Xmh","Jin","Running Wild","BIGHIT MUSIC",2,11,24,"1297360"
16,"spotify:track:0NHu2Lo9MWkvhOggEy1bYg","Kenshi Yonezu","BOW AND ARROW","Sony Music Labels Inc.",10,12,14,"1262475"
17,"spotify:track:0tnhoHUrHfcLi9hPknUFZ4","Mrs. GREEN APPLE","僕のこと","Universal Music LLC",15,21,316,"1244717"
18,"spotify:track:170XOP1T4MvY9TLTgPw07D","Mrs. GREEN APPLE","Magic","Universal Music LLC",4,22,99,"1237403"
19,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,19,28,"1206411"
20,"spotify:track:4PCQHOJFMV9BWq46UMVf2l","Mrs. GREEN APPLE","familie","Universal Music LLC",2,23,38,"1202971"
21,"spotify:track:1KLg01cjnRsENoFhJWUTSd","Kenshi Yonezu","Plazma","Sony Music Labels Inc.",4,17,15,"1201172"
22,"spotify:track:2jdbZGFp8KVTuk0YxDNL4l","back number","高嶺の花子さん","Universal Music LLC",8,24,322,"1200198"
23,"spotify:track:0voOaunLYYqPHrsgXbFVlW","Da-iCE","I wonder","avex trax",3,20,53,"1180770"
24,"spotify:track:3QIAwtEEDOrv0g5NKCGrXZ","back number","花束","Universal Music LLC",8,29,293,"1141275"
25,"spotify:track:2vOAHp8PBBFYqvQUWSoITY","Mrs. GREEN APPLE","インフェルノ","Universal Music LLC",16,27,302,"1130771"
26,"spotify:track:6QGuDk8tY8Lan39gTWtXWK","Lilas","恋風","幾田りら",26,36,3,"1109228"
27,"spotify:track:0JcI7OdALbpSFkyKoufRYs","Mrs. GREEN APPLE","ロマンチシズム","Universal Music LLC",12,34,270,"1104683"
28,"spotify:track:0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","OA Entertainment/Columbia",26,26,8,"1092040"
29,"spotify:track:0Sc93x1NGL4SbWFlMOvDkN","88rising, Jackson Wang, Number_i","GBAD (Number_i Remix)","TEAM WANG records/88rising Music",16,16,3,"1080297"
30,"spotify:track:5Ak1F5nGzM4KRhE0H1Q3CP","Omoinotake","幾億光年","Sony Music Labels Inc.",2,28,66,"1078593"
31,"spotify:track:75yAymNsjxzPPNG6LiIQ9P","ILLIT","Almond Chocolate","Universal Music LLC",17,25,10,"1076060"
32,"spotify:track:3RvdkNMcSy71m0aT6UF9Uf","back number","水平線","Universal Music LLC",1,33,194,"1065064"
33,"spotify:track:0dzbNEBsrs17os3jJOFLar","XG","IS THIS LOVE","XGALX",25,30,9,"1063519"
34,"spotify:track:3ECvJ97WjbbaTsCZ64pwgI","Mrs. GREEN APPLE","コロンブス","Universal Music LLC",2,35,47,"1044153"
35,"spotify:track:1gosofqcJ7t3IUrQpDwGVL","Number_i","BON","TOBE MUSIC",7,31,49,"1040155"
36,"spotify:track:075HUD50Nuea3rNaABIsNZ","tuki.","晩餐歌 - Bansanka","月面着陸計画",2,42,83,"1032382"
37,"spotify:track:4ddBsPV13qO8SGaVf6ZQnl","JO1","BE CLASSIC","LAPONE ENTERTAINMENT",34,39,6,"1011866"
38,"spotify:track:1JdUw14vtWg9Vt4aRfHqwl","Number_i","INZM","TOBE MUSIC",4,37,37,"1008222"
39,"spotify:track:7rA2RuTx1dHadrZcoKh8O9","Number_i","GOAT","TOBE MUSIC",5,38,70,"1005417"
40,"spotify:track:4ujiGt8LsQUoZF7wR0BZxW","HANA","Drop","Sony Music Labels Inc.",27,40,13,"1005102"
41,"spotify:track:6xLSq48LkhwFTwKx442veN","Number_i","GOD_i","TOBE MUSIC",11,32,14,"1002922"
42,"spotify:track:09O5p1IP5i2xldBScLpXX7","Shota Shimizu","PUZZLE","Sony Music Labels Inc.",42,51,4,"978296"
43,"spotify:track:3CeUMk1K4RPOpyzxn7JKZV","AKASAKI","Bunny Girl","UME - Global Clearing House",1,43,30,"972509"
44,"spotify:track:6njCYAgcQgHAmbN7VChcrI","CUTIE STREET","かわいいだけじゃだめですか？","KAWAII LAB.",17,41,31,"957092"
45,"spotify:track:3wJHCry960drNlAUGrJLmz","Yorushika","ただ君に晴れ","U&R records",6,48,314,"925469"
46,"spotify:track:79zgdvnTPyWSuTrd48Ik5O","Lilas","百花繚乱","幾田りら",33,45,16,"893055"
47,"spotify:track:185mDjE865QpjA4MtzAzgs","Creepy Nuts","オトノケ - Otonoke","Sony Music Labels Inc.",2,47,30,"880332"
48,"spotify:track:33qTER0xTXBQPDMSYR1hGX","Mrs. GREEN APPLE","Dear","Universal Music LLC",8,44,50,"874997"
49,"spotify:track:3GiADMmI5jfkhF2o4a2G8N","Fujii Kaze","真っ白","Universal Music LLC",15,46,9,"859162"
50,"spotify:track:7Cnpb1vBbC46RgVyyKLH7p","aespa","Whiplash","SM Entertainment",7,49,28,"780351"
51,"spotify:track:48N9nuZilWYtqAKqxVPtAR","tuki.","騙シ愛 - Damashiai","The Lunar Landing Plan",51,167,2,"701680"
52,"spotify:track:1xVHi6ppc8sZS33qCm2IyJ","King & Prince","HEART","Universal Music LLC",30,50,8,"672652"
53,"spotify:track:5W7Y92LB4jWvu9NeEQ0GZl","Macaroni Empitsu","なんでもないよ、","Toy's Factory",1,55,182,"668515"
54,"spotify:track:4FMz2RFrbDGzJO7K4D0vS3","back number","HAPPY BIRTHDAY","Universal Music LLC",23,56,238,"656239"
55,"spotify:track:4GqO80eGXA542oTvlYv4LS","back number","ハッピーエンド","Universal Music LLC",13,57,248,"639475"
56,"spotify:track:5RbMlPFL4gVyEHW2lEOuzG","Sukima Switch","奏(かなで)","Universal Music LLC",22,54,245,"638809"
57,"spotify:track:7KNY1e9x1MDvpBAmIAN3tz","BE:FIRST","夢中","B-ME",57,-1,1,"633486"
58,"spotify:track:35MeePbBnryubkVG0v8GbI","back number","ブルーアンバー","Universal Music LLC",58,-1,1,"628762"
59,"spotify:track:51oc6MEsXTpnPn6GOw5VuP","Fujii Kaze","きらり","Universal Music LLC",4,59,209,"625597"
60,"spotify:track:7DyS11kB1YNrfDzQqtjmTh","HIRAIDAI","Stand by me, Stand by you.","avex trax",4,60,236,"621757"
61,"spotify:track:4LhDEsC2tzaVuZbWAaCLrP","Creepy Nuts","Bling-Bang-Bang-Born","Sony Music Labels Inc.",1,53,69,"596801"
62,"spotify:track:4IfrM44LofE9bSs6TDZS49","Tani Yuuki","W / X / Y","Valley Records",1,65,175,"596397"
63,"spotify:track:1qyMHya2R2k57MApk6kBzI","Aimyon","スケッチ","WM Japan",52,52,10,"595159"
64,"spotify:track:1ihCiJaXRl4f6Sy4LJov5z","SPITZ","チェリー","Universal Music LLC",28,62,333,"586121"
65,"spotify:track:7f9DsQEsIoeTwKxV6shsom","back number","恋","Universal Music LLC",50,68,126,"583973"
66,"spotify:track:4kPlQKwtPrnqLgrmmKFSlA","Yuuri","ドライフラワー","Sony Music Labels Inc.",1,64,235,"579954"
67,"spotify:track:1H3qOzheTPhE7aVvJOWfvA","SPITZ","美しい鰭","Universal Music LLC",2,75,108,"577666"
68,"spotify:track:0ve9Tpz8Yw0I4eXhWsy21o","[Alexandros]","ワタリドリ","Universal Music LLC",7,71,337,"565360"
69,"spotify:track:2cKiHG16JBiqHdi7Llq0r7","Aimyon","マリーゴールド","WM Japan",1,67,354,"565228"
70,"spotify:track:2IL2asrtx7XM1y8fu2RMnR","Da-iCE","CITRUS","avex trax",9,69,222,"552497"
71,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,63,94,"544967"
72,"spotify:track:1Vqs0lXeJafYZz2sxnfB3V","Saucy Dog","シンデレラボーイ","A-Sketch",2,74,186,"544145"
73,"spotify:track:4ETc1oFREuqQss7VQ1Y4mj","Vaundy","花占い","SDR Inc.",18,93,200,"539808"
74,"spotify:track:4a48lWUd64bZgHUDx0GZlj","sakanaction","新宝島","NF Records",4,70,153,"539044"
75,"spotify:track:1aKvZDoLGkNMxoRYgkckZG","ILLIT","Magnetic","BELIFT LAB",2,78,58,"538823"
76,"spotify:track:0OeTb9sIQTNq313HQHv9TM","Mrs. GREEN APPLE","春愁","Universal Music LLC",16,72,265,"538816"
77,"spotify:track:7sditHCsoFw3nHnjFv1BHV","Mrs. GREEN APPLE","ナハトムジーク","Universal Music LLC",4,73,68,"535804"
78,"spotify:track:4btYb7Tfjw5bQazC6bQXpl","King Gnu","ねっこ","Sony Music Labels Inc.",18,136,28,"533143"
79,"spotify:track:00GDUNeJd97qjKp2yrx0OC","Vaundy","風神","SDR Inc.",8,81,29,"532932"
80,"spotify:track:1VHL1PIkhDwWbFc65xHwOr","Novelbright","愛とか恋とか","Universal Music LLC",7,77,159,"525417"
81,"spotify:track:3Tlx6rfMlWhce9mV4NTDdp","Mrs. GREEN APPLE","StaRt - Instrumental","Universal Music LLC",80,83,55,"523715"
82,"spotify:track:3jNwPOqdPvQIr5dRT0hzgY","Vaundy","タイムパラドックス","SDR Inc.",3,86,69,"522475"
83,"spotify:track:4ER5mnbHqsvggEcoVMdFSk","Mrs. GREEN APPLE","ANTENNA","Universal Music LLC",57,76,86,"521605"
84,"spotify:track:5pN2AyWwjzwRoI7gukEVNd","Kenshi Yonezu","さよーならまたいつか！- Sayonara","Sony Music Labels Inc.",5,79,56,"520536"
85,"spotify:track:3awymLmIrvn9lkJeFpmRSf","HIRAIDAI","また逢う日まで","avex trax",78,98,93,"519858"
86,"spotify:track:7M0dIdZWN1FDcveRdoOzbZ","Yuuri","ビリミリオン","Sony Music Labels Inc.",5,90,119,"516409"
87,"spotify:track:1hAloWiinXLPQUJxrJReb1","YOASOBI","アイドル","YOASOBI",1,88,108,"515563"
88,"spotify:track:59eluCMn0XbOWqeWQ91FTM","Aimyon","君はロックを聴かない","WM Japan",2,85,378,"514291"
89,"spotify:track:24Y63uAvj6Oc9jGuTlhlgf","LE SSERAFIM","HOT","SOURCE MUSIC",43,66,7,"509028"
90,"spotify:track:6l9uVfPEhdfE50mTPgnE0W","Vaundy","僕にはどうしてわかるんだろう","SDR Inc.",90,-1,1,"505567"
91,"spotify:track:5eY7692tmgHB9dbmq6wa2M","Yorushika","晴る","Universal Music LLC",8,80,69,"502331"
